code,ticker,name,name_jp,market,sector33,sector17,yf_sector,yf_industry,currency,price,book_value_per_share,pbr,market_cap,trailing_pe,forward_pe,roe,trailing_eps,total_revenue,operating_margins,profit_margins,total_cash,total_debt,dividend_yield,fetched_at
7925,7925.T,"Maezawa Kasei Industries Co., Ltd.",前澤化成工業,プライム（内国株式）,化学,素材・化学,Basic Materials,Chemicals,JPY,1960.0,2893.491,0.67738247,29111863296,15.166758,,0.04645,129.23,24913999872,0.092489995,0.07811,15203000320,330000000,3.42,2026-04-30
4064,4064.T,"Nippon Carbide Industries Co., Inc.",日本カーバイド工業,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,2682.0,3957.238,0.6777454,25010837504,8.631565,11.605366,0.07716,310.72,50355998720,0.08479,0.05145,15073999872,8753999872,3.46,2026-04-30
4113,4113.T,"Taoka Chemical Company, Limited",田岡化学工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,908.0,1339.417,0.6779069,13010391040,6.876704,8.128917,0.09206,132.04,32930000896,0.047220003,0.0,1272000000,1025000000,3.96,2026-04-30
8273,8273.T,"Izumi Co., Ltd.",イズミ,プライム（内国株式）,小売業,小売,Consumer Cyclical,Department Stores,JPY,949.0,1399.383,0.67815596,199383318528,11.956658,3.0031645,0.05633,79.37,510941986816,0.07017,0.03295,28088000512,123224997888,3.14,2026-04-30
3050,3050.T,"DCM Holdings Co., Ltd.",ＤＣＭホールディングス,プライム（内国株式）,小売業,小売,Consumer Cyclical,Home Improvement Retail,JPY,1461.0,2154.31,0.6781754,201110585344,11.508469,10.006849,0.061550003,126.95,542316986368,0.030989999,0.03192,86372999168,259592994816,3.22,2026-04-30
6663,6663.T,"Taiyo Technolex Co.,Ltd.",太洋テクノレックス,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,304.0,448.2,0.6782686,1819796608,13.304157,,0.06007,22.85,3788000000,0.02927,0.04171,1707000064,778000000,0.97,2026-04-30
7222,7222.T,"Nissan Shatai Co., Ltd.",日産車体,スタンダード（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Manufacturers,JPY,902.0,1327.386,0.67953104,122178338816,14.89678,,0.038399998,60.55,390265012224,0.04498,0.0174,84522000384,0,1.36,2026-04-30
2004,2004.T,"Showa Sangyo Co., Ltd.",昭和産業,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,3045.0,4480.98,0.67953885,98955132928,10.098497,9.892788,0.07174,301.53,333277986816,0.045,0.030439999,10613999616,56649998336,3.25,2026-04-30
2292,2292.T,S Foods Inc.,Ｓ　Ｆｏｏｄｓ,プライム（内国株式）,食料品,食品,Consumer Defensive,Farm Products,JPY,2834.0,4170.412,0.67954916,89762332672,9.7108,12.484582,0.07217,291.84,472311988224,0.0294,0.019550001,37755998208,57310998528,3.86,2026-04-30
3710,3710.T,"Jorudan Co.,Ltd.",ジョルダン,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Software - Application,JPY,610.0,896.933,0.6800954,3111436800,11.893156,,0.04741,51.29,2892000000,0.0070999996,0.074,3302000128,0,0.98,2026-04-30
2156,2156.T,Saylor Advertising.Inc.,セーラー広告,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Advertising Agencies,JPY,288.0,423.248,0.68045217,1439156736,17.391304,,0.00721,16.56,2199000064,-0.1286,0.00637,1072000000,968000000,2.06,2026-04-30
6919,6919.T,KEL Corporation,ケル,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,1421.0,2086.706,0.6809776,10338254848,31.438053,,0.01477,45.2,12349256704,0.02191,0.01814,4364277760,509448992,5.61,2026-04-30
3353,3353.T,"Medical Ikkou Group Co.,Ltd.",メディカル一光グループ,スタンダード（内国株式）,小売業,小売,Industrials,Conglomerates,JPY,2837.0,4164.765,0.68119085,10683798528,8.376885,,0.08464,338.67,54982000640,0.03968,0.02319,6120999936,10362999808,4.24,2026-04-30
6926,6926.T,"Okaya Electric Industries Co., Ltd.",岡谷電機産業,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,190.0,278.683,0.6817782,4252971520,,,-0.25553,-84.1,10120999936,-0.122959994,-0.17805,2604000000,4767000064,,2026-04-30
6074,6074.T,JSS Corporation,ジェイエスエス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Consumer Cyclical,Leisure,JPY,544.0,796.889,0.6826547,2189955328,10.939071,5.534079,,49.73,8512000000,0.07576,0.03078,1018000000,2020999936,3.53,2026-04-30
6915,6915.T,"Chiyoda Integre Co.,Ltd.",千代田インテグレ,スタンダード（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,3020.0,4417.479,0.6836479,26621988864,11.08908,,0.064109996,272.34,38042001408,0.073520005,0.06898,17870999552,1543000064,5.23,2026-04-30
2009,2009.T,"The Torigoe Co., Ltd.",鳥越製粉,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,1079.0,1578.014,0.68377084,25134733312,22.18795,,0.03121,48.63,26250000384,0.05467,0.043119997,12019000320,2787000064,4.52,2026-04-30
7570,7570.T,"Hashimoto Sogyo Holdings Co.,Ltd.",橋本総業ホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Building Products & Equipment,JPY,1253.0,1830.896,0.6843644,24382035968,8.370073,,0.09004,149.7,170587996160,0.013350001,0.01805,7293000192,32586000384,3.97,2026-04-30
9686,9686.T,"Toyo Tec Co.,Ltd.",東洋テック,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Security & Protection Services,JPY,1536.0,2243.879,0.68452895,15990556672,7.5709777,,0.107480004,202.88,44429000704,0.072129995,0.05422,12769999872,8245000192,4.29,2026-04-30
6245,6245.T,"HIRANO TECSEED Co.,Ltd.",ヒラノテクシード,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1772.0,2587.088,0.68494,26824937472,28.539217,11.395498,0.019650001,62.09,35056001024,0.07131,0.02185,10190999552,5088999936,4.74,2026-04-30
9171,9171.T,"Kuribayashi Steamship Co., Ltd.",栗林商船,スタンダード（内国株式）,海運業,運輸・物流,Industrials,Marine Shipping,JPY,1890.0,2758.926,0.6850492,23347161088,8.307693,,0.11833,227.5,53508001792,0.04897,0.07072,14513999872,18813999104,1.32,2026-04-30
1911,1911.T,"Sumitomo Forestry Co., Ltd.",住友林業,プライム（内国株式）,建設業,建設・資材,Consumer Cyclical,Residential Construction,JPY,1388.0,2025.788,0.68516546,848670162944,7.9765534,2.216261,0.12991,174.01,1141233942528,0.06561,0.031229999,89054003200,302932983808,3.47,2026-04-30
9994,9994.T,Yamaya Corporation,やまや,スタンダード（内国株式）,小売業,小売,Consumer Defensive,Beverages - Brewers,JPY,2347.0,3422.513,0.6857534,25444868096,8.955623,,0.09191,262.07,160002998272,0.048249997,0.01719,15854999552,6202999808,2.95,2026-04-30
9507,9507.T,"Shikoku Electric Power Company, Incorporated",四国電力,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Regulated Electric,JPY,1556.5,2268.739,0.68606395,319769935872,4.1765056,10.347693,0.15419,372.68,794438008832,-0.0055,0.08432999,95241003008,871296991232,2.98,2026-04-30
9204,9204.T,Skymark Airlines Inc.,スカイマーク,グロース（内国株式）,空運業,運輸・物流,Industrials,Airports & Air Services,JPY,325.0,473.665,0.6861389,19558848512,6.012951,2.656314,0.01538,54.05,110048002048,-0.02695,0.00403,19762999296,35443998720,0.77,2026-04-30
6209,6209.T,NPR-Riken Corporation,リケンＮＰＲ,プライム（内国株式）,機械,機械,Consumer Cyclical,Auto Parts,JPY,3880.0,5649.571,0.68677783,104392638464,8.884615,,0.082159996,436.71,163909992448,0.086169995,0.07231,26599999488,15797000192,4.26,2026-04-30
6233,6233.T,KLASS Corporation,ＫＬＡＳＳ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,400.0,581.776,0.6875498,2075769216,12.4533,6.756757,0.07316,32.12,8680999936,0.00669,0.02258,1183000064,3736000000,2.5,2026-04-30
2053,2053.T,"Chubu Shiryo Co., Ltd.",中部飼料,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,1678.0,2437.002,0.68855095,48152342528,13.080761,11.430517,0.07118,128.28,210528993280,0.036459997,0.02306,6216000000,8560999936,3.79,2026-04-30
9763,9763.T,"Maruken Lease Co., Ltd.",丸建リース,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Rental & Leasing Services,JPY,1283.0,1861.165,0.68935317,12211203072,8.306357,,0.07667,154.46,25671999488,0.06479,0.05294,2528000000,9891000320,3.77,2026-04-30
7791,7791.T,"Dreambed Co.,Ltd.",ドリームベッド,スタンダード（内国株式）,その他製品,情報通信・サービスその他,Consumer Cyclical,"Furnishings, Fixtures & Appliances",JPY,790.0,1145.504,0.68965274,3208176640,7.1746435,8.220604,0.07654,110.11,11756999680,0.04255,0.029849999,512000000,4276000000,4.3,2026-04-30
6262,6262.T,"Pegasus Co., Ltd.",ＰＥＧＡＳＵＳ,スタンダード（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,890.0,1290.457,0.68967813,21307957248,19.360453,9.203723,0.02339,45.97,22515851264,0.04409,0.02674,9742484480,5331999744,4.75,2026-04-30
5368,5368.T,"Japan Insulation Co., Ltd.",日本インシュレーション,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Industrials,Specialty Industrial Machinery,JPY,1150.0,1666.329,0.69013983,9968150528,10.612772,,0.083170004,108.36,14465999872,0.13819,0.07998,5776000000,1068000000,3.41,2026-04-30
6247,6247.T,"Hisaka Works, Ltd.",日阪製作所,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,1607.0,2327.799,0.69035167,42254348288,10.557781,31.478943,0.06713,152.21,43875999744,0.06309,0.091029994,11605000192,4999000064,3.41,2026-04-30
6904,6904.T,"Harada Industry Co., Ltd.",原田工業,スタンダード（内国株式）,電気機器,電機・精密,Technology,Communication Equipment,JPY,462.0,668.26,0.69134766,9772192768,11.351351,5.7391305,0.08951,40.7,41997000704,0.08234,0.028499998,6531999744,15347999744,1.62,2026-04-30
3261,3261.T,"GRANDES, Inc.",グランディーズ,グロース（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,453.0,655.116,0.6914806,1857316736,,,-0.0011,-0.76,3416000000,0.04658,-0.00088,1008000000,2244000000,3.33,2026-04-30
5938,5938.T,LIXIL Corporation,ＬＩＸＩＬ,プライム（内国株式）,金属製品,建設・資材,Industrials,Building Products & Equipment,JPY,1607.0,2323.396,0.69166,461924401152,49.355034,19.985075,0.01543,32.56,1502744018944,0.0473,0.00634,125059997696,685246971904,5.53,2026-04-30
6091,6091.T,Wesco Holdings Inc.,ウエスコホールディングス,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Industrials,Engineering & Construction,JPY,852.0,1231.756,0.69169545,11220259840,12.895414,,0.055409998,66.07,16528000000,0.07564,0.053969998,4312000000,0,3.23,2026-04-30
2831,2831.T,Hagoromo Foods Corporation,はごろもフーズ,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,3465.0,5008.309,0.69185024,32607594496,13.106134,,0.0572,264.38,75061002240,0.056479998,0.03352,4119000064,5308000256,2.02,2026-04-30
7135,7135.T,"Japan Craft Holdings Co., Ltd.",ジャパンクラフトホールディングス,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Apparel Retail,JPY,212.0,306.419,0.69186306,7911980544,,,-0.16896999,-1.24,17231998976,-0.16222,-0.0838,2219000064,53000000,1.41,2026-04-30
9475,9475.T,"Shobunsha Holdings, Inc.",昭文社ホールディングス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Publishing,JPY,503.0,726.629,0.6922377,9064824832,40.336807,,0.01887,12.47,6455000064,0.049840003,0.038259998,6328999936,491000000,0.87,2026-04-30
2935,2935.T,"Pickles Holdings Co.,Ltd.",ピックルスホールディングス,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,1108.0,1599.268,0.692817,13881278464,10.343539,12.943926,0.07089,107.12,40923000832,0.028570002,0.03382,6214000128,3217999872,2.52,2026-04-30
5388,5388.T,"Kunimine Industries Co., Ltd.",クニミネ工業,スタンダード（内国株式）,ガラス・土石製品,建設・資材,Basic Materials,Building Materials,JPY,1234.0,1779.549,0.6934341,15028162560,13.394117,,0.0555,92.13,16611999744,0.11692,0.07085,8079000064,0,3.23,2026-04-30
3375,3375.T,Zoa Corporation,ＺＯＡ,スタンダード（内国株式）,小売業,小売,Technology,Electronics & Computer Distribution,JPY,1738.0,2504.69,0.69389826,2187156480,6.6356134,,0.12933,261.92,9859000320,0.06485,0.03935,1178000000,891000000,4.32,2026-04-30
6798,6798.T,SMK Corporation,ＳＭＫ,プライム（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,3345.0,4816.063,0.6945507,21170601984,,,-0.05842,-282.58,48608002048,0.03506,-0.03757,11281999872,13811999744,2.98,2026-04-30
2666,2666.T,"AUTOWAVE Co., Ltd.",オートウェーブ,スタンダード（内国株式）,小売業,小売,Consumer Cyclical,Specialty Retail,JPY,166.0,238.88,0.6949096,2398830848,7.9236274,,0.04,20.95,7425999872,0.02678,0.01831,772000000,2235000064,2.41,2026-04-30
8395,8395.T,The Bank of Saga Ltd.,佐賀銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,5090.0,7322.901,0.69507974,86032105472,10.547037,,0.06987,482.6,49345998848,0.23841,0.17239,192654999552,43244998656,2.29,2026-04-30
4409,4409.T,"Toho Chemical Industry Company, Limited",東邦化学工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,734.0,1055.879,0.6951554,15434540032,12.760778,,0.05659,57.52,53222998016,0.04257,0.02243,6320999936,27193999360,2.95,2026-04-30
8043,8043.T,Starzen Company Limited,スターゼン,プライム（内国株式）,卸売業,商社・卸売,Consumer Defensive,Packaged Foods,JPY,1136.0,1631.814,0.6961578,64917544960,5.289379,,0.14224,214.77,446104010752,0.03288,0.028110001,17493999616,58943000576,3.76,2026-04-30
1764,1764.T,Kudo Corporation,工藤建設,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,3165.0,4543.762,0.6965593,3944615424,8.045042,,,393.41,24642000896,0.043649998,0.02394,3656999936,6781000192,3.7,2026-04-30
8793,8793.T,NEC Capital Solutions Limited,ＮＥＣキャピタルソリューション,プライム（内国株式）,その他金融業,金融（除く銀行）,Industrials,Rental & Leasing Services,JPY,4055.0,5814.481,0.69739676,87364296704,11.291805,11.638921,0.04397,359.11,272317005824,0.03325,0.0272,68466999296,1016232017920,3.52,2026-04-30
9996,9996.T,"Satoh & Co., Ltd.",サトー商会,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Defensive,Food Distribution,JPY,2260.0,3237.927,0.6979774,18848882688,14.371106,,0.04843,157.26,50119000064,0.04178,0.02564,11646999552,683000000,2.03,2026-04-30
8158,8158.T,"Soda Nikka Co., Ltd.",ソーダニッカ,プライム（内国株式）,卸売業,商社・卸売,Basic Materials,Chemicals,JPY,1012.0,1447.402,0.69918376,23097544704,11.106234,,0.07012,91.12,66384998400,0.043759998,0.03309,8956000256,3660999936,3.9,2026-04-30
9409,9409.T,TV Asahi Holdings Corporation,テレビ朝日ホールディングス,プライム（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Broadcasting,JPY,3235.0,4623.454,0.6996933,325244747776,10.002783,18.272707,0.07478,323.41,340402995200,0.097049996,0.0,68807000064,0,1.83,2026-04-30
7472,7472.T,"TOBA, INC.",鳥羽洋行,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Industrial Distribution,JPY,3810.0,5440.381,0.70031863,14904979456,11.626133,,0.0573,327.71,30671962112,0.045840003,0.03907,11585230848,0,3.41,2026-04-30
3639,3639.T,Voltage Incorporation,ボルテージ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,243.0,346.826,0.70063955,1576436736,,,-0.00588,-2.03,2593999872,-0.02458,-0.00501,1527000064,98000000,,2026-04-30
8914,8914.T,"Arealink Co., Ltd.",エリアリンク,スタンダード（内国株式）,不動産業,不動産,Real Estate,Real Estate Services,JPY,1005.0,1434.162,0.7007577,51086127104,13.786008,0.40057397,,72.9,25932214272,0.09693,0.05943,5580346880,10426499072,2.6,2026-04-30
6049,6049.T,ItoKuro Inc.,イトクロ,グロース（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Internet Content & Information,JPY,274.0,390.693,0.7013179,5558663168,32.853718,3.6421638,0.84427,8.34,2976000000,0.33367002,0.14483,7200999936,69000000,,2026-04-30
2481,2481.T,"Townnews-Sha Co.,Ltd.",タウンニュース社,スタンダード（内国株式）,サービス業,情報通信・サービスその他,Communication Services,Publishing,JPY,705.0,1004.597,0.70177394,3892039168,10.174628,,0.08089,69.29,3980000000,0.30045998,0.10829,2427000064,0,2.88,2026-04-30
7539,7539.T,"AINAVO HOLDINGS Co.,Ltd.",アイナボホールディングス,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Building Products & Equipment,JPY,800.0,1139.577,0.70201486,18585143296,11.046673,,0.06532,72.42,92515000320,0.026789999,0.0182,12666999808,918000000,3.27,2026-04-30
7744,7744.T,"Noritsu Koki Co., Ltd.",ノーリツ鋼機,プライム（内国株式）,精密機器,電機・精密,Technology,Consumer Electronics,JPY,2079.0,2960.066,0.70234925,221789503488,14.550672,6.5070424,0.073920004,142.88,57367998464,0.15874,0.17592,69929000960,90122002432,3.66,2026-04-30
5959,5959.T,"Okabe Co., Ltd.",岡部,プライム（内国株式）,金属製品,建設・資材,Industrials,Building Products & Equipment,JPY,953.0,1356.556,0.7025143,42827415552,13.276679,11.35876,0.0541,71.78,69758001152,0.05899,0.04709,9020999680,6225999872,3.3,2026-04-30
4100,4100.T,TODA KOGYO CORP.,戸田工業,スタンダード（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1345.0,1913.704,0.70282555,7775740928,,2.4967513,-0.23154,-482.92,31068000256,0.028180001,-0.09894,7341000192,27001999360,,2026-04-30
3667,3667.T,"enish,inc.",ｅｎｉｓｈ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Electronic Gaming & Multimedia,JPY,50.0,71.115,0.70308656,2279643904,,,-1.3917799,-44.19,2169999872,-0.41632998,-0.53041,882000000,331000000,,2026-04-30
4577,4577.T,"Daito Pharmaceutical Co.,Ltd.",ダイト,プライム（内国株式）,医薬品,医薬品,Healthcare,Drug Manufacturers - Specialty & Generic,JPY,1260.0,1791.911,0.7031599,36483354624,16.949154,5.8387394,0.05664,74.34,50766000128,0.09714,0.05827,1871000064,10149999616,3.17,2026-04-30
4027,4027.T,Tayca Corporation,テイカ,プライム（内国株式）,化学,素材・化学,Basic Materials,Specialty Chemicals,JPY,1883.0,2676.592,0.7035065,42990751744,21.53723,8.7662945,0.02624,87.43,56370999296,0.00324,0.02755,9395999744,11729999872,3.07,2026-04-30
5922,5922.T,"Nasu Denki-Tekko Co., Ltd.",那須電機鉄工,スタンダード（内国株式）,金属製品,建設・資材,Industrials,Metal Fabrication,JPY,19440.0,27609.234,0.70411223,22670966784,11.254233,,0.07556,1727.35,24142999552,0.16424999,0.09394,7282999808,3124999936,2.85,2026-04-30
8095,8095.T,"Astena Holdings Co., Ltd.",アステナホールディングス,プライム（内国株式）,卸売業,商社・卸売,Industrials,Conglomerates,JPY,481.0,683.025,0.7042202,19403384832,8.867993,,0.0854,54.24,64967000064,0.06964,0.03491,8465999872,21942999040,3.73,2026-04-30
8345,8345.T,"The Bank of Iwate, Ltd.",岩手銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,1965.0,2789.036,0.70454454,135621279744,16.504284,,0.043390002,119.06,54335000576,0.1899,0.15423,269619003392,233949003776,9.64,2026-04-30
4925,4925.T,"HABA Laboratories,Inc.",ハーバー研究所,スタンダード（内国株式）,化学,素材・化学,Consumer Defensive,Household & Personal Products,JPY,1696.0,2404.879,0.70523304,6413389824,8.223828,,0.07631,206.23,12170000384,0.0792,0.05538,4824000000,1460000000,2.36,2026-04-30
2112,2112.T,"Ensuiko Sugar Refining Co., Ltd.",塩水港精糖,スタンダード（内国株式）,食料品,食品,Consumer Defensive,Confectioners,JPY,501.0,710.072,0.70556223,13788808192,5.297663,,0.14479,94.57,32724000768,0.11206,0.07872,2696999936,6967000064,3.95,2026-04-30
8570,8570.T,"AEON Financial Service Co., Ltd.",イオンフィナンシャルサービス,プライム（内国株式）,その他金融業,金融（除く銀行）,Financial Services,Credit Services,JPY,1558.5,2208.786,0.70559126,336455499776,15.958426,11.676782,0.06048,97.66,510873010176,0.13206,0.04129,676813996032,1405102981120,3.4,2026-04-30
2734,2734.T,SALA Corporation,サーラコーポレーション,プライム（内国株式）,小売業,小売,Industrials,Conglomerates,JPY,1037.0,1469.584,0.70564187,66592821248,11.343251,,0.07492,91.42,251790000128,0.06855,0.02654,25984000000,67611000832,3.14,2026-04-30
6412,6412.T,Heiwa Corporation,平和,プライム（内国株式）,機械,機械,Consumer Cyclical,Leisure,JPY,1816.0,2572.56,0.7059116,179106938880,14.380741,8.007054,0.037809998,126.28,233639002112,0.26381,0.0,87422001152,622012006400,4.4,2026-04-30
8399,8399.T,"Bank of The Ryukyus, Limited",琉球銀行,プライム（内国株式）,銀行業,銀行,Financial Services,Banks - Regional,JPY,2518.0,3562.838,0.70673996,103255416832,13.763324,17.401522,0.06126,182.95,71584997376,0.21359,0.12311,153725992960,16974000128,4.7,2026-04-30
2750,2750.T,"S.Ishimitsu & Co.,Ltd.",石光商事,スタンダード（内国株式）,卸売業,商社・卸売,Consumer Defensive,Confectioners,JPY,1210.0,1711.88,0.70682526,9405720576,8.271808,,0.12267,146.28,74628997120,0.043169998,0.020179998,5320999936,14931999744,3.69,2026-04-30
3861,3861.T,Oji Holdings Corporation,王子ホールディングス,プライム（内国株式）,パルプ・紙,素材・化学,Basic Materials,Paper & Paper Products,JPY,822.9,1164.154,0.70686525,721383849984,23.838354,10.777997,0.025969999,34.52,1858484043776,0.02079,0.0,62419001344,940460998656,4.36,2026-04-30
8508,8508.T,"J Trust Co., Ltd.",Ｊトラスト,スタンダード（内国株式）,その他金融業,金融（除く銀行）,Financial Services,Financial Conglomerates,JPY,668.0,944.6,0.70717764,88296005632,9.245675,10.809062,-0.061880004,72.25,77866999808,0.00775,-0.084580004,82633998336,85105000448,2.67,2026-04-30
7238,7238.T,"Akebono Brake Industry Co., Ltd.",曙ブレーキ工業,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,126.0,178.06,0.70762664,34200225792,,6.702128,0.00459,-7.42,160733003776,0.0523,-0.00342,17856000000,34965000192,,2026-04-30
9508,9508.T,"Kyushu Electric Power Company, Incorporated",九州電力,プライム（内国株式）,電気・ガス業,電力・ガス,Utilities,Utilities - Independent Power Producers,JPY,1689.0,2385.836,0.707928,798530404352,4.642278,10.310726,0.16837999,363.83,2290826870784,0.089370005,0.079,328004009984,3278033911808,2.86,2026-04-30
7034,7034.T,"Prored Partners CO.,LTD.",プロレド・パートナーズ,プライム（内国株式）,サービス業,情報通信・サービスその他,Industrials,Consulting Services,JPY,393.0,553.292,0.710294,4296116224,20.848806,11.909091,0.15967,18.85,3143000064,0.30347002,0.24499,6063000064,360000000,,2026-04-30
4365,4365.T,"Matsumoto Yushi-Seiyaku Co.,Ltd.",松本油脂製薬,スタンダード（内国株式）,化学,素材・化学,,,JPY,21110.0,29715.572,0.71040195,61313785856,8.967143,,0.081140004,2354.15,40668000256,0.21073,0.16654,51154001920,0,,2026-04-30
5189,5189.T,"Sakura Rubber Co., Ltd.",櫻護謨,スタンダード（内国株式）,ゴム製品,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,3435.0,4833.452,0.7106722,6645495296,10.56793,,0.08127,325.04,13518999552,0.0885,0.0537,1879000064,3263000064,1.43,2026-04-30
2060,2060.T,"Feed One Co.,Ltd.",フィード・ワン,プライム（内国株式）,食料品,食品,Consumer Defensive,Packaged Foods,JPY,1102.0,1549.487,0.7112031,42173030400,8.152697,61.910114,0.11071999,135.17,289596014592,0.03097,0.02162,12238000128,30230999040,3.39,2026-04-30
4761,4761.T,SAKURA KCS Corporation,さくらケーシーエス,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Technology,Information Technology Services,JPY,1297.0,1822.361,0.7117141,14525376512,14.45931,,0.048800003,89.7,23260000256,0.03822,0.041869998,6255000064,0,3.62,2026-04-30
6440,6440.T,Juki Corporation,ＪＵＫＩ,プライム（内国株式）,機械,機械,Industrials,Specialty Industrial Machinery,JPY,772.0,1083.741,0.7123473,22806392832,16.429028,22.97619,0.04409,46.99,88760999936,0.08144,0.015759999,13136000000,66432000000,1.96,2026-04-30
6998,6998.T,"Nippon Tungsten Co., Ltd.",日本タングステン,スタンダード（内国株式）,電気機器,電機・精密,Industrials,Metal Fabrication,JPY,1927.0,2704.042,0.7126369,9359772672,14.97746,,0.05277,128.66,12323999744,0.05633,0.05485,3324000000,2467000064,2.59,2026-04-30
1905,1905.T,Tenox Corporation,テノックス,スタンダード（内国株式）,建設業,建設・資材,Industrials,Engineering & Construction,JPY,1450.0,2034.581,0.7126774,9664215040,12.809188,,0.06764,113.2,20081999872,0.107480004,0.04492,8210999808,0,3.61,2026-04-30
6995,6995.T,"Tokai Rika Co., Ltd.",東海理化電機製作所,プライム（内国株式）,輸送用機器,自動車・輸送機,Consumer Cyclical,Auto Parts,JPY,2885.0,4043.243,0.71353614,245538734080,6.8728113,11.170481,0.094,419.77,637863002112,0.05771,0.04961,107891998720,10000000000,3.46,2026-04-30
9990,9990.T,Sac's Bar Holdings Inc.,サックスバー　ホールディングス,プライム（内国株式）,小売業,小売,Consumer Cyclical,Luxury Goods,JPY,737.0,1031.937,0.7141909,21414334464,9.8516245,,0.07119,74.81,50915688448,0.06145,0.0,3581369088,1708194048,4.73,2026-04-30
8596,8596.T,"Kyushu Leasing Service Co., Ltd.",九州リースサービス,スタンダード（内国株式）,その他金融業,金融（除く銀行）,Industrials,Rental & Leasing Services,JPY,1399.0,1958.814,0.7142077,31630030848,8.7448435,,0.083179995,159.98,30862999552,0.18495001,0.11642,4176999936,160576995328,4.26,2026-04-30
6817,6817.T,Sumida Corporation,スミダコーポレーション,プライム（内国株式）,電気機器,電機・精密,Technology,Electronic Components,JPY,1340.0,1875.509,0.7144727,44352462848,12.272186,8.993289,0.056750003,109.19,147194003456,0.06317,0.02458,6128999936,64022999040,3.93,2026-04-30
9478,9478.T,"SE Holdings and Incubations Co., Ltd.",ＳＥホールディングス・アンド・インキュベーションズ,スタンダード（内国株式）,情報・通信業,情報通信・サービスその他,Communication Services,Publishing,JPY,499.0,698.381,0.7145097,7629319168,19.848846,,0.055910002,25.14,7145999872,0.12251,0.07753,3113999872,3792999936,0.81,2026-04-30
7677,7677.T,"Yashima & Co.,Ltd.",ヤシマキザイ,スタンダード（内国株式）,卸売業,商社・卸売,Industrials,Railroads,JPY,2520.0,3526.462,0.7145972,7240300032,,,0.00625,-55.19,33810999296,0.03706,0.00183,11198000128,16000000,0.99,2026-04-30
5194,5194.T,"Sagami Rubber Industries Co., Ltd.",相模ゴム工業,スタンダード（内国株式）,ゴム製品,自動車・輸送機,Consumer Defensive,Household & Personal Products,JPY,715.0,999.719,0.71520096,7762075136,,15.509762,0.00035999998,-11.45,5791000064,0.02446,0.0076,2096000000,5654000128,1.37,2026-04-30
